"","seed","term","estimate","std.error","lower","upper"
"1",1,"b_Intercept",0.151633385216142,0.0671183717641991,0.0177348561444483,0.281023879851129
"2",1,"b_conditionnp",0.493130332396798,0.11118824685377,0.274812926795422,0.721155879407313
"3",1,"b_conditionpp",0.296909003270648,0.0764343952814888,0.143220965832011,0.449633214760206
"4",1,"b_conditionvp",0.0581169550332388,0.0885839592092161,-0.111219709099254,0.2357717165516
"5",1,"sd_predicate_1__Intercept",0.124470077514708,0.0627863582841835,0.0170298344488047,0.26327070129116
"6",1,"sd_predicate_1__conditionnp",0.235259943170476,0.123478719701862,0.0315238786867939,0.523787498379242
"7",1,"sd_predicate_1__conditionpp",0.106112274708895,0.0798293687198576,0.00456698982330341,0.298023205750018
"8",1,"sd_predicate_1__conditionvp",0.1311768508289,0.0940857275782523,0.00461061852842161,0.348827487140064
"9",1,"sd_workerid__Intercept",0.284151058133006,0.0535394041687842,0.180606609255709,0.39225880735973
"10",1,"sd_workerid__conditionnp",0.31358613364828,0.108401304740958,0.0783610037563685,0.511154464791057
"11",1,"sd_workerid__conditionpp",0.10927173499492,0.0810700437854386,0.00305368950880424,0.298567893269045
"12",1,"sd_workerid__conditionvp",0.34505187393604,0.107874527080817,0.092945592144494,0.542546375724411
"13",1,"cor_predicate_1__Intercept__conditionnp",0.255347424186331,0.387395241268539,-0.548761284734137,0.885012275268006
"14",1,"cor_predicate_1__Intercept__conditionpp",-0.140642106597691,0.436944284464111,-0.864170545810245,0.730948693626118
"15",1,"cor_predicate_1__conditionnp__conditionpp",-0.110976935066153,0.429018155811287,-0.835558192554475,0.743093441407058
"16",1,"cor_predicate_1__Intercept__conditionvp",-0.0871677775764,0.437500577051629,-0.82757967631262,0.776287394550044
"17",1,"cor_predicate_1__conditionnp__conditionvp",0.147352702319064,0.430145409967935,-0.712020433450076,0.857968870836819
"18",1,"cor_predicate_1__conditionpp__conditionvp",-0.0334602899551568,0.445783360480956,-0.833421850231103,0.795540381257976
"19",1,"cor_workerid__Intercept__conditionnp",-0.00885373638296362,0.30696386555442,-0.520210444730132,0.67314942434804
"20",1,"cor_workerid__Intercept__conditionpp",0.0172310600357993,0.418279604690972,-0.765408974656559,0.793025135305109
"21",1,"cor_workerid__conditionnp__conditionpp",0.185530001758914,0.424884181806051,-0.692458128671752,0.86764193762235
"22",1,"cor_workerid__Intercept__conditionvp",-0.251905040868565,0.26069243223233,-0.662810299285492,0.349927527568195
"23",1,"cor_workerid__conditionnp__conditionvp",-0.162965994129525,0.334197695890365,-0.813307777530735,0.463809165089217
"24",1,"cor_workerid__conditionpp__conditionvp",-0.0535060044691717,0.421225075108937,-0.828727136137809,0.752012477502249
"25",1,"phi",11.8226640458514,0.882155387781259,10.1966266984345,13.7049493827706
"26",1,"zoi",0.164785325383579,0.0132777146995053,0.139759577677952,0.191592587802411
"27",1,"coi",0.962161552661865,0.0171300169578057,0.922647243955856,0.988214513725637
"28",1,"r_predicate_1[are.part.of.the.Tinno.guild,Intercept]",-0.0146857361842764,0.0799118675261218,-0.176954747369278,0.142982831146626
"29",1,"r_predicate_1[are.stup-herders,Intercept]",0.0413261469815042,0.08049659912517,-0.112341255304212,0.21762954118885
"30",1,"r_predicate_1[ascribe.to.the.Caboo.religion,Intercept]",-0.136830602463364,0.0993235614771873,-0.347877454327456,0.0196078663934171
"31",1,"r_predicate_1[build.nests.in.gluers,Intercept]",0.122319372577299,0.0995007539066775,-0.0320652379713477,0.33585320215809
"32",1,"r_predicate_1[carry.their.young.in.guklags,Intercept]",0.0200999494348211,0.0776451040317799,-0.129085079655444,0.184643988788564
"33",1,"r_predicate_1[chew.on.xorfun,Intercept]",0.0415687383312721,0.0792634407810721,-0.108257660545094,0.212828866178273
"34",1,"r_predicate_1[flood.their.fields.to.plant.fujusi,Intercept]",0.0470610720184485,0.088440851586046,-0.114790588438106,0.235934059266946
"35",1,"r_predicate_1[have.territories.at.the.tops.of.tall.mountains,Intercept]",-0.135149830797241,0.102452287996167,-0.354033833320178,0.0294699720711253
"36",1,"r_predicate_1[hibernate.in.fallen.logs,Intercept]",0.0334537385276422,0.0982514642125657,-0.165999739615984,0.239457687675408
"37",1,"r_predicate_1[live.on.the.continent.of.Caro,Intercept]",-0.0487135821071557,0.086499221948919,-0.236572917936598,0.111696264682022
"38",1,"r_predicate_1[produce.fruit.with.bumpy.skin,Intercept]",0.0384372580621573,0.0775652403552382,-0.105381281767987,0.211264881167554
"39",1,"r_predicate_1[are.part.of.the.Tinno.guild,conditionnp]",-0.0650511843388603,0.165546071392179,-0.430851087336546,0.256268159784846
"40",1,"r_predicate_1[are.stup-herders,conditionnp]",0.0789636449431598,0.148448429066472,-0.202775014859452,0.398432052351611
"41",1,"r_predicate_1[ascribe.to.the.Caboo.religion,conditionnp]",-0.149766265737762,0.18771207753375,-0.562666944969281,0.19198589459122
"42",1,"r_predicate_1[build.nests.in.gluers,conditionnp]",0.0307244551931436,0.163561393396363,-0.307346503461606,0.358145257732889
"43",1,"r_predicate_1[carry.their.young.in.guklags,conditionnp]",0.0532797644518301,0.142432886065317,-0.218425746885946,0.356292125815759
"44",1,"r_predicate_1[chew.on.xorfun,conditionnp]",0.0448892680534403,0.147840720538812,-0.240477461220977,0.3631244700886
"45",1,"r_predicate_1[flood.their.fields.to.plant.fujusi,conditionnp]",0.160862767036505,0.181967659317986,-0.133728315707437,0.57053618163267
"46",1,"r_predicate_1[have.territories.at.the.tops.of.tall.mountains,conditionnp]",-0.287881769214646,0.213429745606448,-0.749514451094609,0.0458945054664418
"47",1,"r_predicate_1[hibernate.in.fallen.logs,conditionnp]",0.245732694747738,0.182452542464993,-0.0430742282170927,0.642600482406945
"48",1,"r_predicate_1[live.on.the.continent.of.Caro,conditionnp]",-0.146594152267938,0.153757576235097,-0.480823283192611,0.117206335274581
"49",1,"r_predicate_1[produce.fruit.with.bumpy.skin,conditionnp]",0.0478613135229039,0.137054502005499,-0.218003488637702,0.336205451415736
"50",1,"r_predicate_1[are.part.of.the.Tinno.guild,conditionpp]",0.0174731161594953,0.0923674168539933,-0.163992367280933,0.236036948243708
"51",1,"r_predicate_1[are.stup-herders,conditionpp]",-0.0229993764570669,0.0926241644514434,-0.247272451223675,0.151463629949389
"52",1,"r_predicate_1[ascribe.to.the.Caboo.religion,conditionpp]",0.0485698695459682,0.111908631073727,-0.13726756230793,0.333315569504862
"53",1,"r_predicate_1[build.nests.in.gluers,conditionpp]",0.0552145111182595,0.117079163512038,-0.127469185320871,0.345448206728307
"54",1,"r_predicate_1[carry.their.young.in.guklags,conditionpp]",-0.0302891702627899,0.0899273735868272,-0.242741104987103,0.125930295652393
"55",1,"r_predicate_1[chew.on.xorfun,conditionpp]",0.00559638270854635,0.0884830360616216,-0.174593217828396,0.202426856083026
"56",1,"r_predicate_1[flood.their.fields.to.plant.fujusi,conditionpp]",-0.00951240325414886,0.0980567488663752,-0.226659925945601,0.199280365373546
"57",1,"r_predicate_1[have.territories.at.the.tops.of.tall.mountains,conditionpp]",0.00279461461975813,0.111768888500991,-0.237299132624425,0.246831102228559
"58",1,"r_predicate_1[hibernate.in.fallen.logs,conditionpp]",-0.093129909335062,0.127851690302257,-0.417019825604187,0.0736404501666578
"59",1,"r_predicate_1[live.on.the.continent.of.Caro,conditionpp]",0.0411105733560641,0.101505004853493,-0.126633905938374,0.285737738239504
"60",1,"r_predicate_1[produce.fruit.with.bumpy.skin,conditionpp]",-0.0239868704431707,0.0874854117101284,-0.226455534098665,0.134679107164901
"61",1,"r_predicate_1[are.part.of.the.Tinno.guild,conditionvp]",-0.0726755355926069,0.121475705308679,-0.372976154470113,0.107676209890735
"62",1,"r_predicate_1[are.stup-herders,conditionvp]",0.0102062607937864,0.100148626194567,-0.208153561887647,0.224294147053675
"63",1,"r_predicate_1[ascribe.to.the.Caboo.religion,conditionvp]",-0.0522703609131188,0.128616318580085,-0.356094366659953,0.175416387755533
"64",1,"r_predicate_1[build.nests.in.gluers,conditionvp]",-0.00954776333817733,0.122067298588366,-0.28133703208665,0.240287226403344
"65",1,"r_predicate_1[carry.their.young.in.guklags,conditionvp]",0.0519435840658069,0.120064426257149,-0.144000516093474,0.349628304765405
"66",1,"r_predicate_1[chew.on.xorfun,conditionvp]",0.0162524289424154,0.108977554542009,-0.205587966842475,0.262338401589949
"67",1,"r_predicate_1[flood.their.fields.to.plant.fujusi,conditionvp]",-0.0671628423670901,0.122976379572264,-0.364201912002512,0.13420344992459
"68",1,"r_predicate_1[have.territories.at.the.tops.of.tall.mountains,conditionvp]",-0.00515912328376018,0.134049712549678,-0.291111165741001,0.288767410125759
"69",1,"r_predicate_1[hibernate.in.fallen.logs,conditionvp]",0.118370036317848,0.156271955392833,-0.0984772313445101,0.503828362093787
"70",1,"r_predicate_1[live.on.the.continent.of.Caro,conditionvp]",0.0337240204267542,0.11679631572065,-0.173786912385976,0.323650041118489
"71",1,"r_predicate_1[produce.fruit.with.bumpy.skin,conditionvp]",-0.0427926787064691,0.115747711776224,-0.325803519276635,0.155659867283142
"72",1,"r_workerid[02366c44bbdda170f60a5df9c41b0bcd,Intercept]",0.192484887526001,0.209336349483694,-0.199396797072651,0.621067396286292
"73",1,"r_workerid[09e79e08b7533c4966bb94301c2a15aa,Intercept]",-0.0613694885881566,0.195055947875181,-0.438965824650853,0.321558693454306
"74",1,"r_workerid[09e79e08b7533c4966bb94301c2a15d6,Intercept]",0.144737280893757,0.203467740961963,-0.238712932533313,0.567414622494774
"75",1,"r_workerid[09e79e08b7533c4966bb94301c2a15da,Intercept]",0.0543917286993614,0.204140319187862,-0.343081740670977,0.481269216698212
"76",1,"r_workerid[0cbb83c20d1772b3067ff1aab040a173,Intercept]",-0.025731851160315,0.189762300125263,-0.410431433895707,0.339759713301207
"77",1,"r_workerid[23f2419b9d18746c0bab3b12eb208819,Intercept]",-0.367281815352587,0.226655434766812,-0.81906351150905,0.0755336059108507
"78",1,"r_workerid[23f2419b9d18746c0bab3b12eb2088s9,Intercept]",-0.20791178656173,0.194529546715481,-0.602430992826817,0.176800927403574
"79",1,"r_workerid[2443f2a8df5cccb4003cdad142d57725,Intercept]",0.035922725776791,0.184025905062562,-0.335881614421732,0.399882661175256
"80",1,"r_workerid[2443f2a8df5cccg4003cdad142d57725,Intercept]",0.0434277829222859,0.191495983162945,-0.323790524060204,0.425699636006036
"81",1,"r_workerid[2833bcafb3e18cc5e820aaea208a47cb,Intercept]",-0.0476455426359256,0.204824106430595,-0.452380075622847,0.372398630617033
"82",1,"r_workerid[2be9e3418de9907c15e8b011c77da948,Intercept]",-0.104533287481494,0.208152398497166,-0.534844295769712,0.282066573311292
"83",1,"r_workerid[3284fe275d95b5c601aefe8ada85826f,Intercept]",-0.101114031233918,0.212182242283772,-0.528420304559311,0.324056610944564
"84",1,"r_workerid[3284fe295d95b5c601aefe8ada85226f,Intercept]",0.106157885783595,0.215978053803104,-0.30130368696725,0.559814188589744
"85",1,"r_workerid[3284fe295d95b5c601aefe8ada85826f,Intercept]",0.0869936014090917,0.197317149860566,-0.311860877446327,0.473026550189858
"86",1,"r_workerid[32t4fe295d95b5c601aefe8ada85826f,Intercept]",0.125605329138933,0.186639209606546,-0.225033049096613,0.507824865193695
"87",1,"r_workerid[386f1972cecb1d9502470056b3edf9ee,Intercept]",-0.123467868145687,0.192102560114304,-0.509992586436086,0.240931611563274
"88",1,"r_workerid[3e54d549e8f32aa6f207a618fc317211,Intercept]",0.103918679649926,0.21154574681844,-0.311120277253052,0.522235199034033
"89",1,"r_workerid[3ee583b126cffcabcf1bec64b21be9fb,Intercept]",0.0828466149166969,0.195986786738903,-0.294635863320929,0.475837232878982
"90",1,"r_workerid[42d22c4ca6b080feb7badaa1c37ed662,Intercept]",-0.127777771873446,0.204824131909022,-0.544390273840429,0.265273138875498
"91",1,"r_workerid[42d22c4ca6b080feb7badaa1c3ded662,Intercept]",0.0491073085549801,0.1951914967025,-0.318756417653176,0.450774124476713
"92",1,"r_workerid[42d22c4ca6b080feb7badaa1c3dedv62,Intercept]",0.154297715887881,0.2268074945099,-0.267842304402636,0.632549528646713
"93",1,"r_workerid[42d22c4ca6b080feb7badaa2c3ded662,Intercept]",-0.197308685426061,0.209014109141355,-0.637185724352054,0.190787367082758
"94",1,"r_workerid[4b15038f4f37b3eb2794cdd1866d3eae,Intercept]",0.167208415773685,0.214621376729979,-0.251601306679407,0.591075663046525
"95",1,"r_workerid[4bc1124843141ab50a73e77675044196,Intercept]",0.22354217732777,0.192507857114285,-0.131381420461856,0.62161373044551
"96",1,"r_workerid[4bc11248431b1ab50a73e77675044196,Intercept]",0.170482510850366,0.196853849598471,-0.213385760696765,0.569376632405302
"97",1,"r_workerid[4e5181c68125e1284735f78d2403ada5,Intercept]",0.310961795674099,0.210925839289769,-0.0791107479020824,0.749201983531529
"98",1,"r_workerid[504a1d228c641dfdf1b1fdba00bf18b9,Intercept]",0.0578741108596044,0.193688999327823,-0.322272534759169,0.455208662027
"99",1,"r_workerid[51341274f8e540b4e117d74ec4d70784,Intercept]",0.504553592064771,0.206315175764983,0.114726246165424,0.934124109741479
"100",1,"r_workerid[51341274f8en40b4e117d74ec4d70784,Intercept]",-0.169488392117934,0.194711928919584,-0.570885685977904,0.192168691816874
"101",1,"r_workerid[5134a274f8e540b4e117d74ec4d70784,Intercept]",0.158302371211783,0.198700534168844,-0.233251123423574,0.567666722608387
"102",1,"r_workerid[51c779342eb79cb81ac7c6876a14c6ab,Intercept]",-0.282293911658767,0.201014071390538,-0.697898196866286,0.101258928489233
"103",1,"r_workerid[51c779342eb79cb81ac7c68x6a14c6ab,Intercept]",-0.178943360556885,0.20649414830099,-0.60267815179376,0.212094514504461
"104",1,"r_workerid[5279f2b3688838d26444e2661fb7ba7c,Intercept]",0.368559976074409,0.221771830227325,-0.0293016886115521,0.84324370830867
"105",1,"r_workerid[5279f2b3688838d26444e2661fb7ba7g,Intercept]",-0.0171452337773505,0.191019982015494,-0.388015548334669,0.368934390447174
"106",1,"r_workerid[5279f2b36x8838d26444e2661fb7ba7c,Intercept]",0.0287396503885113,0.194091669986696,-0.350515040688164,0.418121901905414
"107",1,"r_workerid[52e27cf4e687651051ea256c2d0d81ac,Intercept]",-0.063572499459832,0.210927764282494,-0.48684235846845,0.345998362233599
"108",1,"r_workerid[5bbce14c88a0178a2dd09cc1006492df,Intercept]",-0.0924788804795513,0.218832054823616,-0.523067761772542,0.336784266286787
"109",1,"r_workerid[623d7e45f942af8337eac5316c496387,Intercept]",0.481140217545144,0.213685750119526,0.0842540761003167,0.929276170399218
"110",1,"r_workerid[66aae99c932b12f0948167dcd3e36fce,Intercept]",0.314279988129836,0.207047307933406,-0.0764392043675932,0.741310408650373
"111",1,"r_workerid[66cf644fb24f93f8dda74bf0c7d6289c,Intercept]",0.123872559758736,0.211261431557906,-0.279913512526282,0.563063026395341
"112",1,"r_workerid[66cf644fb24f93f8dda74bf0cod6289c,Intercept]",-0.0640770779556256,0.185820432641786,-0.430231568276398,0.304018592001835
"113",1,"r_workerid[66cf644fb24f93l8dda74bf0c7d6289c,Intercept]",-0.0778765063227276,0.190171592931979,-0.464668307933881,0.288733919972603
"114",1,"r_workerid[6f3ea53937a14a2300b55d94f399406f,Intercept]",-0.0542234759668319,0.192203569226558,-0.43314653796659,0.336605401744371
"115",1,"r_workerid[6f3ea53937a14a2300b55d94f399406k,Intercept]",-0.0875600159934302,0.193463596375097,-0.473175252984099,0.289210037140764
"116",1,"r_workerid[6f3ea53937a14a230ab55d94f399406f,Intercept]",-0.0620180227786601,0.185698304596003,-0.435300119561797,0.29994249371002
"117",1,"r_workerid[6f3ea539j7a14a2300b55d94f399406f,Intercept]",-0.0521710778221669,0.200309019131709,-0.445317558517954,0.354940999469869
"118",1,"r_workerid[7659f65701f909cb8e5b83c1372c2850,Intercept]",-0.208220347269697,0.1928561856188,-0.595289806468079,0.153009746160605
"119",1,"r_workerid[7659fs5701f909cb8e5b83c1372c2850,Intercept]",0.0944936589664346,0.210130803641826,-0.315629242922585,0.51604398703371
"120",1,"r_workerid[7cbb04b9387ea74eb938b16baa114c77,Intercept]",-0.253458650617978,0.209695636795274,-0.680725880584779,0.154982159024489
"121",1,"r_workerid[7cbb04b9387ea74eb938b16baa1f4c77,Intercept]",-0.180536829766688,0.192983995087463,-0.567990442131853,0.201292196882775
"122",1,"r_workerid[7fcdeb660933916fbf28803a4c73c774,Intercept]",0.0741445449282996,0.187816698712342,-0.283900706728598,0.465929522272551
"123",1,"r_workerid[7fcdeb668933916fbf28803a4c73c774,Intercept]",-0.210660429111675,0.202732869455168,-0.630253580105783,0.167649466903844
"124",1,"r_workerid[8b2c8ccf3a2cb3195fede2d268268767,Intercept]",-0.0557270769469528,0.200605915912234,-0.454684688238542,0.335834152698028
"125",1,"r_workerid[8b2c8ccf3a2cb3195fede2d26826e767,Intercept]",0.34888784602483,0.209146568506133,-0.054078677781291,0.781245321112687
"126",1,"r_workerid[94e02b964710f084b0757f009b32007f,Intercept]",0.426614706272015,0.213893146803714,0.0173210363866785,0.85967071330896
"127",1,"r_workerid[94e02b974710f084b0757f009b32007f,Intercept]",-0.129315436479055,0.184739577153076,-0.497703484521572,0.223771331052468
