"","seed","term","estimate","std.error","lower","upper"
"1",1,"b_Intercept",0.208723423159156,0.0670351716176506,0.0804822640552822,0.342256486729703
"2",1,"b_conditionnp",0.44398667610915,0.198560522305379,0.0497322338919574,0.842222670191886
"3",1,"b_conditionpp",0.331958569762174,0.0817827567947169,0.170370526707232,0.491101799266196
"4",1,"b_conditionvp",0.265239236239612,0.124885192643168,0.0163012693710281,0.507069091884828
"5",1,"sd_predicate_1__Intercept",0.128827141160528,0.070057771750246,0.0135255913838879,0.28667132226543
"6",1,"sd_predicate_1__conditionnp",0.568794347597792,0.181023943877665,0.309197743973874,1.0040191283892
"7",1,"sd_predicate_1__conditionpp",0.153842651954882,0.0946611878216903,0.0105571228579207,0.366333373075136
"8",1,"sd_predicate_1__conditionvp",0.296307719935935,0.124401640634622,0.0944187890769807,0.587225526135228
"9",1,"sd_workerid__Intercept",0.279113644197276,0.0486705890693497,0.184470289259708,0.37900668232859
"10",1,"sd_workerid__conditionnp",0.352764364602428,0.0840044038165517,0.193826752375299,0.519508538254257
"11",1,"sd_workerid__conditionpp",0.142810983213498,0.0872683939104936,0.00880728045847838,0.33024175606419
"12",1,"sd_workerid__conditionvp",0.519929211731528,0.0877436252528857,0.350674152622168,0.697486726337893
"13",1,"cor_predicate_1__Intercept__conditionnp",0.231013898479196,0.358577212951897,-0.525797654959129,0.843857528268455
"14",1,"cor_predicate_1__Intercept__conditionpp",0.0151521685777952,0.421222921587439,-0.738705099987357,0.802623966538151
"15",1,"cor_predicate_1__conditionnp__conditionpp",0.226295460121958,0.377624926644072,-0.578795618357324,0.84585933853134
"16",1,"cor_predicate_1__Intercept__conditionvp",-0.24001725206184,0.406385434506186,-0.858248341044126,0.620463809511246
"17",1,"cor_predicate_1__conditionnp__conditionvp",0.168362878337161,0.335616602539196,-0.51826788595075,0.743798976705788
"18",1,"cor_predicate_1__conditionpp__conditionvp",-0.236351633017339,0.397635163565775,-0.877372890800537,0.594672367326478
"19",1,"cor_workerid__Intercept__conditionnp",0.557140834610629,0.230374262454172,0.0745387001645162,0.928018748510656
"20",1,"cor_workerid__Intercept__conditionpp",0.115990842430786,0.375507849069044,-0.60224650705501,0.819894960634614
"21",1,"cor_workerid__conditionnp__conditionpp",0.244422820994325,0.383088099673531,-0.608843986429948,0.851995250022604
"22",1,"cor_workerid__Intercept__conditionvp",-0.16699041711258,0.210114609087318,-0.540776537312769,0.276240059580183
"23",1,"cor_workerid__conditionnp__conditionvp",0.0558307174421583,0.246378572150461,-0.437542487827186,0.508468353817249
"24",1,"cor_workerid__conditionpp__conditionvp",0.306375528243689,0.377271552424829,-0.59820092425665,0.861081235833658
"25",1,"phi",14.0704078716083,1.03598755994889,12.1078860834413,16.2355783870817
"26",1,"zoi",0.159364137296785,0.012918913139824,0.134609455357321,0.185926613049702
"27",1,"coi",0.984581041208106,0.0106992972547723,0.958126307286184,0.998282040041118
